"movieTitle","ReviewVolume","PositiveReviews","NegativeReviews","TotalReviews","ReviewValence","Rank","Opening","DomesticGross","% of Total","Theaters","Average","Date","Distributor","WeeksInTheater","movieYear","maingenre","sidegenre","budget","movieId","BoxOfficeLegs","ReleaseDate","release_season","avgBuzz","log_BoxOfficeLegs","log_ReviewVolume"
"The Incredibles",235,226,9,235,0.961702127659574,136,70467623,261441092,0.27,3933,17917,"Nov 5, 2004","Walt Disney Studios Motion Pictures",8.3,2004,"Adventure","Super Hero",9.2e+07,"9ddacc49-1918-3722-b5d9-4a1fa6b9b2a3",3.71008813508581,2004-11-05,"Autumn",32.6111111111111,1.5497066201857,5.46383180502561
"The Jungle Book",2155,1985,170,2155,0.921113689095128,67,103261464,364001123,28.4,4028,25635,"Apr 15, 2016","Walt Disney Studios Motion Pictures",8.1,2016,"Adventure","Fantasy",1.75e+08,"a36c4dfb-9dc2-3382-ba73-0ab2553fb57b",3.52504321457228,2016-04-15,"Spring",24.7222222222222,1.50962712728801,7.67600993202889
"The Karate Kid",5096,4529,567,5096,0.888736263736264,207,55665805,176591618,31.5,3.663,15196,"Jun 11, 2010","Sony Pictures Releasing",5.7,2010,"Action","Contemporary Fiction",4e+07,"f48ba4a1-09e4-3506-a7cc-0dee7e22ac7d",3.17235361996472,2010-06-11,"Summer",29.3611111111111,1.42848029384492,8.53640741034004
"The Last Airbender",5330,2111,3219,5330,0.396060037523452,333,40325019,131772187,30.6,3169,12724,"Jul 1, 2010","Paramount Pictures",4.6,2010,"Adventure","Fantasy",1.5e+08,"1a70a698-e026-3b6d-847d-394023c83f0f",3.267752632677,2010-07-01,"Summer",29.1388888888889,1.45108737315558,8.58129411682276
"The LEGO Batman Movie",1167,1024,143,1167,0.877463581833762,233,53003468,175750384,30.2,4.088,12965,"Feb 10, 2017","Warner Bros.",6.5,2017,"Adventure","Kids Fiction",8e+07,"63ccb184-5e57-33d2-889d-6dbc482d925f",3.31582801336697,2017-02-10,"Winter",32.8611111111111,1.46228919798444,7.06304816338817
"The LEGO Movie",4349,3985,364,4349,0.916302598298459,145,69050279,257760692,26.8,3775,18291,"Feb 7, 2014","Warner Bros.",8.4,2014,"Adventure","Kids Fiction",6e+07,"421ddfb0-1b0c-3130-a157-ae321ce6d6aa",3.73294207833686,2014-02-07,"Winter",29.1111111111111,1.55454701301632,8.37793112408273
"The Lion King",19325,15917,3408,19325,0.823648124191462,9,191770759,543638043,35.3,4725,40586,"Jul 19, 2019","Walt Disney Studios Motion Pictures",8.5,2019,"Adventure","Kids Fiction",2.6e+08,"9057c2cf-7cab-317f-876f-e50b245ca76e",2.83483282766796,2019-07-19,"Summer",30.1666666666667,1.34412584264822,9.86920661855925
"The Little Mermaid",15380,10619,4761,15380,0.690442132639792,79,95578040,298172056,0.32,432,22124,"May 26, 2023","Walt Disney Studios Motion Pictures",6.7,2023,"Musical","Kids Fiction",2.5e+08,"57fc418a-fde1-3529-ba22-8f281d298574",3.11967117132764,2023-05-26,"Spring",33.0277777777778,1.41577334739167,9.64088826045181
"The Longest Yard",84,63,21,84,0.75,267,47606480,158119460,30.1,3.634,13100,"May 27, 2005","Paramount Pictures",6.3,2005,"Comedy","Contemporary Fiction",8.2e+07,"75bfd275-7ee2-38e5-b25b-f5fc79e506de",3.32138523999254,2005-05-27,"Spring",28.0277777777778,1.4635760082621,4.44265125649032
"The Martian",3565,3270,295,3565,0.917251051893408,226,54308575,228433663,23.8,3.831,14176,"Oct 2, 2015","Twentieth Century Fox",8.3,2015,"Adventure","Science Fiction",1.08e+08,"a969b4b7-3054-3020-a50b-7a710dc9a73a",4.20621721339586,2015-10-02,"Autumn",27.9722222222222,1.64985352936617,8.17919979842309
"The Marvels",7030,5208,1822,7030,0.740825035561878,280,46110859,84500223,54.6,4.03,11441,"Nov 10, 2023","Walt Disney Studios Motion Pictures",4.1,2023,"Adventure","Super Hero",2.7e+08,"10b522a5-873e-3e15-bd8b-65a079ab0b09",1.83254497601097,2023-11-10,"Autumn",25.5,1.04117559235035,8.85808422219916
"The Meg",1400,925,475,1400,0.660714285714286,285,45402195,145443742,31.2,4.118,11025,"Aug 10, 2018","Warner Bros.",6.5,2018,"Action","Science Fiction",1.78e+08,"33ae61f1-1fe0-3df8-a20b-273e10aadaab",3.20345177143968,2018-08-10,"Summer",29.3055555555556,1.43590603809803,7.24494154633701
"The Mummy: Tomb of the Dragon Emperor",9195,4801,4394,9195,0.522131593257205,330,40457770,102491776,39.5,376,10760,"Aug 1, 2008","Universal Pictures",4.7,2008,"Adventure","Fantasy",1.75e+08,"7480730b-820e-3d15-a421-c2c072f01920",2.53330265113475,2008-08-01,"Summer",26.9722222222222,1.2622330287711,9.12652388588307
"The Nun",1197,556,641,1197,0.464494569757728,228,53807379,117450119,45.8,3.876,13882,"Sep 7, 2018","Warner Bros.",5.1,2018,"Horror","Contemporary Fiction",2.2e+07,"b57b9ed7-0029-3dde-b395-a8ef6825d996",2.18278833094621,2018-09-07,"Autumn",23.1111111111111,1.15775764622893,7.0884087786754
"The Passion of the Christ",341,280,61,341,0.821114369501466,103,83848082,370274604,22.6,3043,27554,"Feb 25, 2004","Newmarket Films",10.5,2004,"Drama","Dramatization",2.5e+07,"4de52a14-8fff-365c-9e1d-e5753d7601ae",4.4160175780765,2004-02-25,"Winter",33.0277777777778,1.68936078118752,5.8348107370626
"The Peanuts Movie",622,545,77,622,0.87620578778135,296,44213073,130178411,0.3,3.897,11345,"Nov 6, 2015","Twentieth Century Fox",5.9,2015,"Adventure","Kids Fiction",9.9e+07,"8d45d52e-0d88-367d-b937-fa6a55e5313d",2.94434207276205,2015-11-06,"Autumn",25,1.37228216542409,6.43454651878745
"The Secret Life of Pets",1497,1013,484,1497,0.676686706746827,66,104352905,368623860,28.3,437,23879,"Jul 8, 2016","Universal Pictures",8.1,2016,"Adventure","Kids Fiction",7.5e+07,"3f191729-56b1-31c7-ab26-eae017888cce",3.5324733892171,2016-07-08,"Summer",37.8055555555556,1.51126779252475,7.31188616407716
"The Secret Life of Pets 2",3918,3569,349,3918,0.910923940786115,274,46652680,158980250,29.3,4.561,10228,"Jun 7, 2019","Universal Pictures",5.7,2019,"Adventure","Kids Fiction",8e+07,"9c18a32e-7c1e-334b-bb96-5cf1bbaac17d",3.40774099151431,2019-06-07,"Summer",44.4722222222222,1.48336231139338,8.27359179819963
"The Simpsons Movie",36047,31225,4822,36047,0.866230199461814,124,74036787,183135014,40.4,3922,18877,"Jul 27, 2007","Twentieth Century Fox",6,2007,"Adventure","Contemporary Fiction",72500000,"b58e6514-77cb-3bb0-94e0-738ee00f6340",2.4735678224394,2007-07-27,"Summer",26.1388888888889,1.24518225663727,10.492606662672
"The SpongeBob Movie: Sponge Out of Water",837,545,292,837,0.651135005973716,210,55365012,162994032,0.3,3.641,15205,"Feb 6, 2015","Paramount Pictures",7,2015,"Adventure","Kids Fiction",7.4e+07,"ab4c2ecb-67f3-357d-ab2d-e5aa0539a366",2.94398982519863,2015-02-06,"Winter",21.0555555555556,1.37219285691927,6.73101810048208
"The Super Mario Bros. Movie",20370,19638,732,20370,0.964064801178203,31,146361865,574934330,25.5,4343,33700,"Apr 5, 2023","Universal Pictures",9.2,2023,"Adventure","Kids Fiction",1e+08,"fb281f3f-c572-37fb-ab30-3b0ee07d8454",3.92817029217276,2023-04-05,"Spring",36.0555555555556,1.59496778167572,9.92186759981756
"The Twilight Saga: Breaking Dawn Part 1",3877,2432,1445,3877,0.62728914108847,36,138122261,281287133,49.1,4061,34011,"Nov 18, 2011","Summit Entertainment",6.1,2011,"Drama","Fantasy",127500000,"e2df6792-6d4f-3931-9d4a-ac5efd6559e0",2.03650831490515,2011-11-18,"Autumn",27.3611111111111,1.11070827467058,8.2630748358026
"The Twilight Saga: Breaking Dawn Part 2",3722,2849,873,3722,0.765448683503493,35,141067634,292324737,48.3,407,34660,"Nov 16, 2012","Lionsgate",5.9,2012,"Drama","Fantasy",136200000,"c81d2533-aa7e-3f69-afb9-6c683bc64eb3",2.0722310902301,2012-11-16,"Autumn",23.0833333333333,1.12240403714047,8.22228507387272
"The Twilight Saga: Eclipse",8292,6268,2024,8292,0.755909310178485,165,64832191,300531751,21.6,4468,14510,"Jun 30, 2010","Summit Entertainment",5.5,2010,"Drama","Fantasy",6.8e+07,"436b5ba4-8324-32e6-a477-6115af686000",4.63553284818031,2010-06-30,"Summer",29.5,1.72909170347909,9.0231670644512
"The Twilight Saga: New Moon",16199,12145,4054,16199,0.74973763812581,34,142839137,296623634,48.2,4024,35496,"Nov 20, 2009","Summit Entertainment",6.5,2009,"Drama","Fantasy",5e+07,"75737c37-5c36-3c46-bae9-d604e7a27df9",2.07662717816616,2009-11-20,"Autumn",23.8055555555556,1.12383392493205,9.69276652122048
"The Village",272,170,102,272,0.625,245,50746142,114197520,44.4,3.73,13604,"Jul 30, 2004","Walt Disney Studios Motion Pictures",4.6,2004,"Thriller","Contemporary Fiction",71682975,"77818389-2969-3bc5-be9a-d7224e4cf61e",2.2503685107727,2004-07-30,"Summer",22.75,1.17876837784378,5.60947179518496
"The Vow",1578,1161,417,1578,0.73574144486692,320,41202458,125014030,33,2958,13929,"Feb 10, 2012","Screen Gems",6.5,2012,"Drama","Historical Fiction",3e+07,"de271fb8-c5d7-3cee-8622-b109e49aa4f7",3.03414009911739,2012-02-10,"Winter",24.1111111111111,1.3947931685069,7.36454701425564
"The Wolverine",3153,2509,644,3153,0.795750079289566,232,53113752,132556852,40.1,3.924,13535,"Jul 26, 2013","Twentieth Century Fox",4.7,2013,"Action","Super Hero",1.15e+08,"b301b885-1a2f-381f-a101-ce51ddaad5d3",2.49571621300638,2013-07-26,"Summer",25.0555555555556,1.2515382797291,8.05642676752298
"Thor",7720,6743,977,7720,0.873445595854922,159,65723338,181030624,36.3,3955,16617,"May 6, 2011","Paramount Pictures",5.7,2011,"Action","Super Hero",1.5e+08,"74485c7b-8cec-3370-9b67-f5b17d46450c",2.75443441414981,2011-05-06,"Spring",24.2222222222222,1.32293765180749,8.95169916830882
"Thor: Love and Thunder",11383,7476,3907,11383,0.656768865852587,33,144165107,343256830,0.42,4375,32952,"Jul 8, 2022","Walt Disney Studios Motion Pictures",7.7,2022,"Action","Super Hero",2.5e+08,"0e71cf84-e236-3ed7-9d91-3df34e6b2fae",2.38099799003375,2022-07-08,"Summer",24.8333333333333,1.21817092923688,9.33996413976969
"Thor: Ragnarok",3260,2702,558,3260,0.828834355828221,49,122744989,315058289,0.39,408,30084,"Nov 3, 2017","Walt Disney Studios Motion Pictures",6.5,2017,"Action","Super Hero",1.8e+08,"a5e462a4-3e04-3db8-8fc4-46ad1144edc7",2.56677108830895,2017-11-03,"Autumn",22.7777777777778,1.27166072946715,8.08978917578932
"Thor: The Dark World",2994,2646,348,2994,0.88376753507014,97,85737841,206362140,41.6,3841,22321,"Nov 8, 2013","Walt Disney Studios Motion Pictures",6.2,2013,"Action","Super Hero",1.5e+08,"6f0cd05c-4a2d-3f04-8c29-144523fd4db7",2.40689685666333,2013-11-08,"Autumn",24.7222222222222,1.22580186427379,8.00469951054955
"Top Gun: Maverick",35906,35463,443,35906,0.987662229153902,45,126707459,718732821,17.6,4735,26759,"May 27, 2022","Paramount Pictures",14.6,2022,"Action","Contemporary Fiction",1.77e+08,"db97d08b-0855-3d42-890f-829fddbdb1fa",5.67237972154425,2022-05-27,"Spring",40.9166666666667,1.89797657613846,10.4886875415415
"Toy Story 3",11843,11522,321,11843,0.972895381237862,60,110307189,415004880,26.6,4028,27385,"Jun 18, 2010","Walt Disney Studios Motion Pictures",8.4,2010,"Adventure","Kids Fiction",2e+08,"9ca85aae-f704-379e-a1ea-26990e4ddf83",3.76226503242685,2010-06-18,"Summer",32,1.56072340221248,9.37957668922148
"Toy Story 4",10951,10046,905,10951,0.917359145283536,52,120908065,434038008,27.9,4575,26427,"Jun 21, 2019","Walt Disney Studios Motion Pictures",8.3,2019,"Adventure","Kids Fiction",2e+08,"e0b25a6e-2d4f-3688-af28-49df978f4a94",3.5898184955652,2019-06-21,"Summer",34.0555555555556,1.52384047984074,9.30127736696828
"Transformers",103385,95732,7653,103385,0.925975721816511,135,70502384,319246193,22.1,4011,17577,"Jul 3, 2007","DreamWorks",6.4,2007,"Action","Science Fiction",1.51e+08,"c7627c95-c824-36eb-9226-12fd6841081b",4.52816167180957,2007-07-03,"Summer",33.3611111111111,1.70985533202352,11.5462248353712
"Transformers: Age of Extinction",4242,2159,2083,4242,0.508958038661009,73,100038390,245439076,40.8,4233,23632,"Jun 27, 2014","Paramount Pictures",5.2,2014,"Action","Science Fiction",2.1e+08,"bc87bf95-9fb3-3506-9ced-191794d7bc16",2.45344888097459,2014-06-27,"Summer",25.4166666666667,1.23937340734514,8.35302584520232
"Transformers: Dark of the Moon",9660,6587,3073,9660,0.681884057971014,76,97852865,352390543,27.8,4088,23936,"Jun 29, 2011","DreamWorks",5.7,2011,"Action","Science Fiction",1.95e+08,"9553f05e-0c05-38bf-895f-dc430a4cd09b",3.60122867123001,2011-06-29,"Summer",32.9722222222222,1.52632337027085,9.17585244151751
"Transformers: Revenge of the Fallen",30584,23319,7265,30584,0.76245749411457,61,108966307,402111870,27.1,4234,25736,"Jun 24, 2009","DreamWorks",6.7,2009,"Action","Science Fiction",2.1e+08,"2a2f1348-e952-3df8-b6f0-01ab161718dd",3.69024041532398,2009-06-24,"Summer",31.7222222222222,1.54548384240748,10.3282649716767
"Transformers: Rise of the Beasts",5061,4471,590,5061,0.883422248567477,177,61045464,157341749,38.8,3.678,16597,"Jun 9, 2023","Paramount Pictures",5.3,2023,"Action","Science Fiction",1.95e+08,"ce0d1ce3-bf02-3105-af7c-2d2303af81ec",2.57745192992554,2023-06-09,"Summer",26.6388888888889,1.27465079557987,8.52951694110507
"Transformers: The Last Knight",2121,1238,883,2121,0.583686940122584,292,44680073,130168683,34.3,4.069,10980,"Jun 21, 2017","Paramount Pictures",3.9,2017,"Action","Science Fiction",2.17e+08,"f4afdea4-1385-31da-9ca1-5e1814be5937",2.91334982823327,2017-06-21,"Summer",38.1388888888889,1.36439374077405,7.66011431917393
"Trolls",413,330,83,413,0.799031476997579,277,46581142,153856089,30.3,4.06,11473,"Nov 4, 2016","Twentieth Century Fox",6.4,2016,"Adventure","Kids Fiction",1.25e+08,"af0e345f-abcd-3031-845e-fab0e712abc1",3.3029694505987,2016-11-04,"Autumn",32.3333333333333,1.45930535427251,6.02586597382531
"Tron: Legacy",8926,6933,1993,8926,0.776719695272238,298,44026211,172062763,25.6,3.451,12757,"Dec 17, 2010","Walt Disney Studios Motion Pictures",6.4,2010,"Adventure","Science Fiction",2e+08,"e1f277e4-97ce-3f45-a279-dc18aeb132fa",3.90818921482932,2010-12-17,"Winter",36.9722222222222,1.59090507843426,9.09683567117936
"Troy",242,182,60,242,0.752066115702479,273,46865412,133378256,35.1,3.411,13739,"May 14, 2004","Warner Bros.",5.5,2004,"Action","Historical Fiction",1.5e+08,"6badf2a0-db3a-3a5b-bb06-94732f24c209",2.84598492380692,2004-05-14,"Spring",28.1111111111111,1.34702972719191,5.49306144334055
"Twilight",26781,22271,4510,26781,0.83159702774355,141,69637740,192769854,36.1,3419,20367,"Nov 21, 2008","Summit Entertainment",7.3,2008,"Drama","Fantasy",3.7e+07,"f7c1241b-a47b-386f-b476-f1991e5278a7",2.76818078817607,2008-11-21,"Autumn",36.5833333333333,1.32659233543999,10.1954852990555
"Tyler Perry's Madea Goes to Jail",5,5,0,5,1,324,41030947,90508336,45.3,2032,20192,"Feb 20, 2009","Lionsgate",5.7,2009,"Comedy","Contemporary Fiction",17500000,"9ce15d13-f015-3659-b164-a80cfaef6a2f",2.20585539982784,2009-02-20,"Winter",23.8888888888889,1.16497895018449,1.79175946922805
"Uncharted",4088,3615,473,4088,0.884295499021526,299,44010155,148648820,29.6,4.275,10294,"Feb 18, 2022","Sony Pictures Releasing",7.8,2022,"Adventure","Contemporary Fiction",1.2e+08,"957b20be-2056-3318-9e77-1c7fef3aca9b",3.37760273736823,2022-02-18,"Winter",29.1944444444444,1.4765012543184,8.31605572036464
"Up",19713,18720,993,19713,0.949627149596713,147,68108790,293004164,23.2,3766,18085,"May 29, 2009","Walt Disney Studios Motion Pictures",7.8,2009,"Adventure","Contemporary Fiction",1.75e+08,"2d49ba33-54d4-337c-9f27-f05a9349ed12",4.30200219384311,2009-05-29,"Spring",34.3888888888889,1.66808452164327,9.88908432222538
"Us",3179,1689,1490,3179,0.531299150676313,131,71117625,175084580,40.6,3741,19010,"Mar 22, 2019","Universal Pictures",5,2019,"Horror","Contemporary Fiction",4500000,"9468d7f0-a6e6-3e85-b973-571392b1b173",2.46190139223575,2019-03-22,"Spring",28.9166666666667,1.24181797345864,8.06463647577422
"Van Helsing",195,97,98,195,0.497435897435897,240,51748040,120177084,43.1,3.575,14474,"May 7, 2004","Universal Pictures",5.2,2004,"Action","Historical Fiction",1.7e+08,"ce39bd95-a33d-3d51-a691-62bf4efbd0fb",2.32235045037455,2004-05-07,"Spring",26.1666666666667,1.20067249941828,5.27811465923052
"Venom",8752,7898,854,8752,0.902422303473492,109,80255756,213515506,37.6,425,18883,"Oct 5, 2018","Sony Pictures Releasing",5.8,2018,"Action","Super Hero",1.16e+08,"51cc1ea1-ddaa-3bae-94ae-bb4ff539f815",2.66043853602226,2018-10-05,"Autumn",26.8333333333333,1.29758295882092,9.07715177773244
"WALL-E",30769,29341,1428,30769,0.953589651922389,167,63087526,223808164,28.2,3992,15803,"Jun 27, 2008","Walt Disney Studios Motion Pictures",7.8,2008,"Adventure","Science Fiction",1.8e+08,"4c42565e-9037-38bb-974f-d24395df2f1e",3.54758187854759,2008-06-27,"Summer",29.5277777777778,1.51459563642619,10.3342954683161
"Wanted",21852,18437,3415,21852,0.843721398498993,243,50927085,134508551,37.9,3.175,16040,"Jun 27, 2008","Universal Pictures",5.1,2008,"Action","Science Fiction",7.5e+07,"5c4f82c8-eb8d-3b49-a249-73037cd412ea",2.64119870595382,2008-06-27,"Summer",25.3055555555556,1.2923129422589,9.99209349087015
"War for the Planet of the Apes",1434,1090,344,1434,0.760111576011158,200,56262929,146880162,38.3,4.022,13988,"Jul 14, 2017","Twentieth Century Fox",5.4,2017,"Action","Science Fiction",1.52e+08,"58230728-f14f-3d9d-8163-c42f77862c12",2.61060283583885,2017-07-14,"Summer",26.0833333333333,1.2838747489405,7.26892012819372
"War of the Worlds",511,372,139,511,0.7279843444227,164,64878725,234280354,27.7,3908,16601,"Jun 29, 2005","Paramount Pictures",6.1,2005,"Action","Science Fiction",1.32e+08,"15b384f3-7702-385e-8712-91245fd95dcd",3.61105052542263,2005-06-29,"Summer",28.9444444444444,1.52845571074914,6.23832462503951
"Watchmen",26999,20737,6262,26999,0.768065483906811,212,55214334,107509799,51.4,3.611,15290,"Mar 6, 2009","Warner Bros.",4.2,2009,"Action","Super Hero",1.38e+08,"13905397-4673-3e05-954d-8840645bebc2",1.9471356658943,2009-03-06,"Spring",22.0833333333333,1.08083373795022,10.2035921449865
"Wonder Woman",6064,5343,721,6064,0.881101583113456,68,103251471,412563408,0.25,4165,24790,"Jun 2, 2017","Warner Bros.",9.3,2017,"Action","Super Hero",1.5e+08,"23d9f355-c290-3b60-8534-543bcf5656fd",3.99571457921408,2017-06-02,"Summer",42.8611111111111,1.60858046077029,8.71028982137815
"World War Z",5477,4580,897,5477,0.836224210334125,155,66411834,202359711,32.8,3607,18411,"Jun 21, 2013","Paramount Pictures",5.9,2013,"Action","Science Fiction",1.9e+08,"e45b590c-a25b-3103-93d5-fbe973842f7b",3.04704295622976,2013-06-21,"Summer",26.6388888888889,1.39798648017635,8.60849534982302
"Wreck-It Ralph",3829,3659,170,3829,0.955601984852442,257,49038712,189422889,25.9,3.752,13070,"Nov 2, 2012","Walt Disney Studios Motion Pictures",8.5,2012,"Adventure","Kids Fiction",1.65e+08,"c374e93f-ecc0-3761-a61f-ce4aeb0aebdc",3.86272153722145,2012-11-02,"Autumn",30.4166666666667,1.58159826826075,8.25062008217469
"X-Men Origins: Wolverine",21931,17181,4750,21931,0.78341160913775,100,85058003,179883157,47.3,4099,20750,"May 1, 2009","Twentieth Century Fox",5.4,2009,"Action","Super Hero",1.5e+08,"be9015ce-2963-35a2-947a-e0eef5559f2a",2.11482930065969,2009-05-01,"Spring",26.6666666666667,1.13617435159172,9.99570203652394
"X-Men: Apocalypse",2352,1837,515,2352,0.781037414965986,158,65769562,155442489,42.3,415,15848,"May 27, 2016","Twentieth Century Fox",4.2,2016,"Action","Super Hero",1.78e+08,"d488fd46-e82f-3d2d-8efd-738dc597172f",2.36344114622506,2016-05-27,"Spring",26.7222222222222,1.21296460055284,7.76344638872736
"X-Men: Days of Future Past",4522,4301,221,4522,0.951127819548872,89,90823660,233921534,38.8,3996,22728,"May 23, 2014","Twentieth Century Fox",6,2014,"Action","Super Hero",2e+08,"1a3f1ed9-4b7a-3579-8e93-b6aabc7d627a",2.57555722814958,2014-05-23,"Spring",22,1.27412103201368,8.41693076947784
"X-Men: First Class",8873,8283,590,8873,0.933506142229235,213,55101604,146408305,37.6,3.641,15133,"Jun 3, 2011","Twentieth Century Fox",4.8,2011,"Action","Super Hero",1.6e+08,"7f605414-22e0-3e06-8ae0-bda0fc44b24e",2.65706067286172,2011-06-03,"Summer",21.75,1.29665972991332,9.09088093193886
"X-Men: The Last Stand",4557,3933,624,4557,0.863067807768269,69,102750665,234362462,43.8,369,27845,"May 26, 2006","Twentieth Century Fox",5.6,2006,"Action","Super Hero",2.1e+08,"5e217d95-f4e4-3d19-b5f8-5147af589977",2.28088511154648,2006-05-26,"Spring",22.1111111111111,1.18811323707404,8.42463920980563
"Zootopia",2780,2658,122,2780,0.956115107913669,122,75063401,341268248,0.22,3827,19614,"Mar 4, 2016","Walt Disney Studios Motion Pictures",9.8,2016,"Adventure","Kids Fiction",1.5e+08,"aec21e9b-16de-3ab4-83ce-5e36094ee689",4.54640002256226,2016-03-04,"Spring",31.2222222222222,1.71314907271405,7.93056585423396
