"movieId","movieYear","movieURL","movieTitle","critic_score","critic_sentiment","audience_score","audience_sentiment","release_date_theaters","release_date_streaming","rating","original_language","runtime"
"281004c8-bbc3-3522-8246-26ee44469bb4",1902,"https://www.rottentomatoes.com/m/le_voyage_dans_la_lune","A Trip to the Moon",100.0,"positive",90.0,"positive","Oct 4, 1902, Original","Aug 27, 2016","","French (France)","14m"
"ac173b27-b71a-34b3-9888-5304a0e165e0",1915,"https://www.rottentomatoes.com/m/birth_of_a_nation","The Birth of a Nation",91.0,"positive",47.0,"negative","Mar 3, 1915, Wide","Jul 8, 2016","","","3h 10m"
"96f91c04-5e32-39b2-805f-4c1d1bcb3b1b",1921,"https://www.rottentomatoes.com/m/the_cabinet_of_dr_caligari","The Cabinet of Dr. Caligari",96.0,"positive",89.0,"positive","Mar 19, 1921, Wide","Mar 22, 2016","","German","1h 9m"
"b70c2dc6-41e7-3240-a38f-5f5e5018eeb1",1921,"https://www.rottentomatoes.com/m/1052609-kid","The Kid",100.0,"positive",95.0,"positive","Jan 21, 1921, Original","Sep 2, 2016","","English","1h 0m"
"13101368-55d8-30a1-9d41-4271211defbb",1922,"https://www.rottentomatoes.com/m/nosferatu","Nosferatu",97.0,"positive",87.0,"positive","Mar 5, 1922, Original","Jul 15, 2008","","German","1h 5m"
"0b3942e5-015f-32c3-918e-b57567e02768",1923,"https://www.rottentomatoes.com/m/safety_last","Safety Last",97.0,"positive",93.0,"positive","Apr 1, 1923, Wide","Mar 17, 2017","","English","1h 14m"
"31380a24-d8b9-309c-9919-2a296414f7d4",1925,"https://www.rottentomatoes.com/m/the_gold_rush","The Gold Rush",100.0,"positive",93.0,"positive","Jun 26, 1925, Wide","May 5, 2017","","English","1h 22m"
"58f41cfc-3c64-3717-a536-077476d01ffc",1926,"https://www.rottentomatoes.com/m/battleship_potemkin","Battleship Potemkin",100.0,"positive",86.0,"positive","Dec 5, 1926, Original","Jul 15, 2008","","Russian","1h 7m"
"8e497f00-f9c0-3e6c-8526-969077b790df",1927,"https://www.rottentomatoes.com/m/1013775-metropolis","Metropolis",97.0,"positive",92.0,"positive","Oct 14, 2011","Dec 21, 2016","","German","2h 3m"
"f738f015-343f-3d13-9098-b4db4e1f52d8",1927,"https://www.rottentomatoes.com/m/1008166-general","The General",92.0,"positive",92.0,"positive","Feb 5, 1927, Wide","Sep 1, 2016","","English","1h 23m"
"5b9d6d75-a097-3dd7-86e4-5332e3f90e1e",1928,"https://www.rottentomatoes.com/m/passion_of_joan_of_arc","The Passion of Joan of Arc",98.0,"positive",93.0,"positive","Apr 21, 1928, Original","Jul 23, 2018","","","1h 17m"
"d353354a-defd-3985-b855-8ca6017a37bb",1929,"https://www.rottentomatoes.com/m/pandoras_box","Pandora's Box",93.0,"positive",86.0,"positive","Feb 9, 1929, Original","Oct 15, 2020","","","1h 50m"
"6d478192-b5bc-36ec-b3b3-e194ba4356a4",1930,"https://www.rottentomatoes.com/m/all_quiet_on_the_western_front","All Quiet on the Western Front",98.0,"positive",89.0,"positive","Aug 24, 1930, Original","Apr 22, 2014","","English","1h 45m"
"5255a6c3-59bb-3fc5-b971-c232eff3f841",1931,"https://www.rottentomatoes.com/m/1007818-frankenstein","Frankenstein",94.0,"positive",87.0,"positive","Nov 21, 1931, Wide","Apr 19, 2016","","English","1h 11m"
"5f530b97-cc5f-3447-ad33-c7dff15fda61",1931,"https://www.rottentomatoes.com/m/1006234-dracula","Dracula",94.0,"positive",82.0,"positive","Feb 12, 1931, Original","Feb 12, 2014","","English","1h 15m"
"ce4faf60-7493-3977-8054-f83d3edd66ce",1931,"https://www.rottentomatoes.com/m/city_lights","City Lights",95.0,"positive",96.0,"positive","Jan 30, 1931, Original","Jul 14, 2015","G","","1h 27m"
"4ef7258f-ae1f-3e3b-aa04-6ddb1ed6d74b",1932,"https://www.rottentomatoes.com/m/1018323-scarface","Scarface",98.0,"positive",86.0,"positive","Mar 31, 1932, Limited","Jul 3, 2012","PG","English","1h 33m"
"a43bfc0d-fc4e-3883-ae1a-1a01bf30bcaa",1932,"https://www.rottentomatoes.com/m/red_headed_woman","Red Headed Woman",100.0,"positive",70.0,"positive","Jun 25, 1932, Original","Nov 21, 2016","","English","1h 19m"
"cec4df7d-cf39-34ed-9afe-a5b5d1dad998",1932,"https://www.rottentomatoes.com/m/grand_hotel","Grand Hotel",87.0,"positive",77.0,"positive","Apr 12, 1932, Original","Oct 18, 2010","","English","1h 55m"
"d893bdf8-ac59-3e9f-80e5-6bfb7d0c5ec0",1932,"https://www.rottentomatoes.com/m/most_dangerous_game","The Most Dangerous Game",100.0,"positive",73.0,"positive","Sep 16, 1932, Wide","Sep 1, 2012","","English","1h 3m"
"e608f862-5f42-3cb1-8da6-a074e626f2ce",1932,"https://www.rottentomatoes.com/m/freaks","Freaks",95.0,"positive",88.0,"positive","Feb 20, 1932, Original","Oct 18, 2010","","English","1h 4m"
"eb53f25c-f1be-347e-aabb-02deed831394",1932,"https://www.rottentomatoes.com/m/vampyr_der_traum_des_allan_grey","Vampyr",98.0,"positive",82.0,"positive","May 6, 1932, Limited","Jan 20, 2017","","German","1h 6m"
"ebc8658e-11c5-3c5f-8213-38d316ee033f",1932,"https://www.rottentomatoes.com/m/forbidden-1932","Forbidden","","",63.0,"positive","Jan 15, 1932, Original","Mar 8, 2019","","English","1h 23m"
"07c68de3-f421-3fd1-9d0c-e7c3caa62775",1933,"https://www.rottentomatoes.com/m/1010695-invisible_man","The Invisible Man",95.0,"positive",85.0,"positive","Nov 13, 1933, Original","Apr 19, 2016","","English","1h 11m"
"1cd7b573-ec6a-3a9f-a4cc-54c560de1eea",1933,"https://www.rottentomatoes.com/m/1012928-m","M",100.0,"positive",95.0,"positive","Apr 2, 1933, Wide","Jul 21, 2009","","German","1h 39m"
"b4b0b165-d3fc-3327-83a2-94c0557a4cbf",1933,"https://www.rottentomatoes.com/m/duck_soup","Duck Soup",91.0,"positive",91.0,"positive","Nov 17, 1933, Wide","Dec 3, 2015","","English","1h 10m"
"c6b3154c-1814-3a23-a4c2-70d31b08137d",1933,"https://www.rottentomatoes.com/m/1011615-king_kong","King Kong",97.0,"positive",86.0,"positive","Mar 2, 1933, Original","Nov 28, 2008","","English","1h 40m"
"fc50cd86-2b12-37b5-8b3c-ce8679e7ed07",1933,"https://www.rottentomatoes.com/m/the_sin_of_norma_moran","The Sin of Nora Moran",67.0,"positive",50.0,"negative","Dec 13, 1933, Original","Jul 29, 2016","","English","1h 5m"
"72619c50-e028-3cfe-ae53-6cb86204389c",1934,"https://www.rottentomatoes.com/m/it_happened_one_night","It Happened One Night",98.0,"positive",93.0,"positive","Feb 22, 1934, Original","Apr 16, 2012","","English","1h 45m"
"f198021b-ba16-32b9-a5a5-fa1e199229e5",1934,"https://www.rottentomatoes.com/m/thin_man","The Thin Man",98.0,"positive",94.0,"positive","Jun 1, 1934, Wide","Jan 1, 2009","","English","1h 33m"
"4c0437d5-d6d0-30b7-af00-831c660f98ce",1935,"https://www.rottentomatoes.com/m/bride_of_frankenstein","Bride of Frankenstein",98.0,"positive",87.0,"positive","Apr 22, 1935, Wide","May 8, 2015","","English","1h 15m"
"56b1624a-1ceb-3598-8ee2-62236554094a",1935,"https://www.rottentomatoes.com/m/top_hat","Top Hat",100.0,"positive",90.0,"positive","Sep 6, 1935, Wide","Aug 18, 2008","","English","1h 39m"
"8054c5a7-0cd6-33a2-a0df-a219a851862e",1935,"https://www.rottentomatoes.com/m/1000121-39_steps","The 39 Steps",96.0,"positive",86.0,"positive","Jun 18, 1935, Original","Jan 12, 2017","","English (United Kingdom)","1h 20m"
"f2e0db62-9e03-38e2-b123-7e0778f6764c",1935,"https://www.rottentomatoes.com/m/the_man_who_knew_too_much","The Man Who Knew Too Much",89.0,"positive",67.0,"positive","Mar 22, 1935, Original","Nov 12, 2016","","English","1h 15m"
"9499525e-338d-3fd9-bb20-503b61f9a446",1936,"https://www.rottentomatoes.com/m/modern_times","Modern Times",98.0,"positive",95.0,"positive","Feb 5, 1936, Wide","May 22, 2017","G","English","1h 29m"
"1511a2c6-1035-32e6-ac1f-af0a82bb7080",1937,"https://www.rottentomatoes.com/m/stella_dallas","Stella Dallas",90.0,"positive",83.0,"positive","Aug 5, 1937, Wide","Jan 5, 2017","","English","1h 51m"
"b8da8b25-7472-3c47-bf2a-6febe72a27b6",1937,"https://www.rottentomatoes.com/m/awful_truth","The Awful Truth",91.0,"positive",87.0,"positive","Oct 21, 1937, Wide","Apr 16, 2012","","English","1h 32m"
"bd5ec07c-85a9-3d30-ae26-a5ef1be55404",1937,"https://www.rottentomatoes.com/m/that_certain_woman","That Certain Woman","","",42.0,"negative","Sep 18, 1937, Original","Jan 12, 2017","","English","1h 33m"
"ea78c5ab-0c93-34ef-8da0-1e13790bac75",1937,"https://www.rottentomatoes.com/m/la_grande_illusion","Grand Illusion",97.0,"positive",92.0,"positive","May 11, 2012","May 14, 2014","","French (Canada)","1h 57m"
"b6650937-454f-3cbe-bb1f-8b2cba0f3fb9",1938,"https://www.rottentomatoes.com/m/1000355-adventures_of_robin_hood","The Adventures of Robin Hood",100.0,"positive",89.0,"positive","Feb 11, 1938, Wide","Jul 28, 2008","PG","English","1h 42m"
"bd14ccf8-022d-353a-8268-2acd79371fc7",1938,"https://www.rottentomatoes.com/m/bringing_up_baby","Bringing Up Baby",97.0,"positive",89.0,"positive","Feb 18, 1938, Wide","Jan 1, 2008","","English","1h 42m"
"c666ba40-a948-3fe7-9fb1-176125d6484d",1938,"https://www.rottentomatoes.com/m/angels_with_dirty_faces","Angels With Dirty Faces",100.0,"positive",92.0,"positive","Nov 26, 1938, Wide","Jun 5, 2018","","English","1h 37m"
"d9cb558a-3622-3424-a9ab-14984793def1",1938,"https://www.rottentomatoes.com/m/you_cant_take_it_with_you_1938","You Can't Take It With You",94.0,"positive",88.0,"positive","Aug 23, 1938, Wide","Jan 28, 2015","","English","2h 7m"
"db2f13d5-96a8-3474-816e-48b6c1c008c0",1938,"https://www.rottentomatoes.com/m/1011813-lady_vanishes","The Lady Vanishes",98.0,"positive",88.0,"positive","Nov 1, 1938, Wide","Aug 8, 2015","","English (United Kingdom)","1h 37m"
"24790a59-b0f6-34d5-9535-75e4c31a509c",1939,"https://www.rottentomatoes.com/m/mr_smith_goes_to_washington","Mr. Smith Goes to Washington",97.0,"positive",94.0,"positive","Oct 19, 1939, Wide","Apr 16, 2012","","English","2h 5m"
"3dbb705c-4530-3a3e-b309-97de53d50ab7",1939,"https://www.rottentomatoes.com/m/destry_rides_again","Destry Rides Again",96.0,"positive",82.0,"positive","Dec 29, 1939, Original","Apr 19, 2016","","English","1h 34m"
"4e702a02-b28e-3ac5-89f2-c241ffe2edf2",1939,"https://www.rottentomatoes.com/m/1019774-stagecoach","Stagecoach",100.0,"positive",86.0,"positive","Mar 2, 1939, Wide","Nov 29, 2011","","English","1h 36m"
"80f30474-3ac3-36c7-a43b-648d1a627432",1939,"https://www.rottentomatoes.com/m/the_wizard_of_oz_1939","The Wizard of Oz",98.0,"positive",89.0,"positive","Nov 6, 1998","Sep 29, 2009","G","English","1h 41m"
"9bb7d69d-7ea3-3ae9-813f-68cae1a40973",1939,"https://www.rottentomatoes.com/m/roaring_twenties","The Roaring Twenties",100.0,"positive",89.0,"positive","Oct 23, 1939, Original","Jan 1, 2009","","English","1h 44m"
"d0a2f686-cfc7-3d53-96b2-edca9b003757",1939,"https://www.rottentomatoes.com/m/the_rules_of_the_game","The Rules of the Game",97.0,"positive",89.0,"positive","Jul 8, 1939, Original","Jul 21, 2009","","French (France)","1h 50m"
"e87a30c4-e98d-3b51-b3b5-430ad78c8d98",1939,"https://www.rottentomatoes.com/m/1023906-women","The Women",94.0,"positive",88.0,"positive","Sep 1, 1939, Original","Apr 1, 2009","","English","2h 12m"
"fa06d4ae-288f-30b1-8ac0-093e86b72657",1939,"https://www.rottentomatoes.com/m/gone_with_the_wind","Gone With the Wind",90.0,"positive",92.0,"positive","Apr 7, 2024","May 19, 2016","G","English","3h 42m"
"113150a6-30f2-359e-836d-d8798024a62e",1940,"https://www.rottentomatoes.com/m/fantasia","Fantasia",95.0,"positive",83.0,"positive","Oct 5, 1990","May 5, 2017","G","English","2h 0m"
"13b52dfa-6edd-38f9-87c5-68c676c4bdb6",1940,"https://www.rottentomatoes.com/m/pinocchio_1940","Pinocchio",100.0,"positive",73.0,"positive","Feb 9, 1940, Wide","Jan 10, 2017","G","English","1h 27m"
"1eea7437-d3af-32d8-aef7-a61117be4dc6",1940,"https://www.rottentomatoes.com/m/my_favorite_wife","My Favorite Wife",86.0,"positive",82.0,"positive","May 2, 1940, Original","Apr 1, 2012","","English","1h 28m"
"33d8417a-fba2-33fb-af78-37f238be4167",1940,"https://www.rottentomatoes.com/m/foreign_correspondent","Foreign Correspondent",96.0,"positive",81.0,"positive","Aug 16, 1940, Original","Nov 19, 2016","","English","1h 59m"
"7ca8768d-04d5-3766-ba6a-9b25482a6223",1940,"https://www.rottentomatoes.com/m/his_girl_friday","His Girl Friday",99.0,"positive",90.0,"positive","Jan 11, 1940, Original","Jul 30, 2014","","English","1h 32m"
"a40484b4-346c-3e05-aae3-a417c2dd7699",1940,"https://www.rottentomatoes.com/m/great_dictator","The Great Dictator",92.0,"positive",95.0,"positive","Oct 15, 1940, Wide","May 22, 2017","G","English","2h 8m"
"a5a28373-c2f8-3e44-86f7-029f84fc100d",1940,"https://www.rottentomatoes.com/m/philadelphia_story","The Philadelphia Story",100.0,"positive",93.0,"positive","Dec 1, 1940, Original","Aug 15, 2008","","English","1h 52m"
"ed40786e-969a-33bc-b668-7ab63efd51b8",1940,"https://www.rottentomatoes.com/m/shop_around_the_corner","The Shop Around the Corner",99.0,"positive",91.0,"positive","Jan 12, 1940, Wide","Apr 16, 2012","","English","1h 37m"
"f3beb856-32b5-3f83-ba29-2e8098e86260",1940,"https://www.rottentomatoes.com/m/grapes_of_wrath","The Grapes of Wrath",100.0,"positive",88.0,"positive","Mar 15, 1940, Original","Nov 30, 2016","","English","2h 9m"
"18af2553-dc8f-3607-a605-92e907068433",1941,"https://www.rottentomatoes.com/m/citizen_kane","Citizen Kane",99.0,"positive",90.0,"positive","May 1, 1941, Wide","Jun 28, 2016","PG","English","1h 59m"
"4f46f3a0-daee-3f01-bb6e-942ffdb08af6",1941,"https://www.rottentomatoes.com/m/sunny","Sunny","","",0.0,"negative","May 30, 1941, Original","Jul 15, 2016","","English","1h 38m"
"508bfc6a-1f39-3323-9ccd-998e8df3a48e",1941,"https://www.rottentomatoes.com/m/lady_eve","The Lady Eve",99.0,"positive",87.0,"positive","Feb 25, 1941, Original","Mar 18, 2014","","English","1h 37m"
"759ff66b-6644-300e-a21e-50c09c16b109",1941,"https://www.rottentomatoes.com/m/1020660-suspicion","Suspicion",97.0,"positive",77.0,"positive","Nov 14, 1941, Original","Apr 27, 2016","","English","1h 39m"
"916f85d7-666b-32cd-8110-ff2cf925f2a7",1941,"https://www.rottentomatoes.com/m/1013139-maltese_falcon","The Maltese Falcon",99.0,"positive",91.0,"positive","Oct 18, 1941, Wide","May 19, 2016","","English","1h 40m"
"a7cdf3c8-583b-3447-bb7e-e149869f4179",1941,"https://www.rottentomatoes.com/m/dumbo","Dumbo",95.0,"positive",70.0,"positive","Oct 23, 1941, Original","Jan 1, 2014","G","English","1h 4m"
"0c300016-bf32-33af-bc87-3250650d6e0a",1942,"https://www.rottentomatoes.com/m/once_upon_a_honeymoon","Once Upon a Honeymoon","","",60.0,"positive","Nov 27, 1942, Original","Jun 22, 2009","","English","1h 57m"
"4d9615e0-d980-343f-b2b5-9872428e2262",1942,"https://www.rottentomatoes.com/m/bambi","Bambi",91.0,"positive",73.0,"positive","Aug 21, 1942, Original","May 23, 2017","G","English","1h 10m"
"71bca0be-a888-343b-996f-5817fe2c90c1",1942,"https://www.rottentomatoes.com/m/sullivans_travels","Sullivan's Travels",100.0,"positive",89.0,"positive","Jan 28, 1942, Original","May 6, 2015","","English","1h 31m"
"bd1b0cd8-1ad4-3ae0-a486-4ef8229a9cfa",1942,"https://www.rottentomatoes.com/m/to_be_or_not_to_be","To Be or Not to Be",96.0,"positive",93.0,"positive","Mar 6, 1942, Original","Oct 15, 2020","","English","1h 39m"
"d8210042-8572-3146-b936-841007dec673",1942,"https://www.rottentomatoes.com/m/george_washington_slept_here","George Washington Slept Here","","",70.0,"positive","Nov 28, 1942, Original","Jan 1, 2009","","English","1h 33m"
"ffdc4767-c67e-3a5b-a3ef-00d1a70427b2",1942,"https://www.rottentomatoes.com/m/1003757-cat_people","Cat People",92.0,"positive",73.0,"positive","Dec 6, 1942, Original","Nov 17, 2016","","English","1h 13m"
"10e918a7-2402-3821-9732-16765bd28263",1943,"https://www.rottentomatoes.com/m/seventh_victim","The Seventh Victim",95.0,"positive",62.0,"positive","Aug 21, 1943, Wide","Apr 1, 2012","","English","1h 11m"
"272af762-5723-3a23-abfa-455eaf979982",1943,"https://www.rottentomatoes.com/m/pride_of_the_yankees","The Pride of the Yankees",94.0,"positive",89.0,"positive","Mar 5, 1943, Wide","May 4, 2016","","English","2h 7m"
"32a41b1f-9c4e-35b3-9db0-86dfdf23e800",1943,"https://www.rottentomatoes.com/m/life_and_death_of_colonel_blimp","The Life and Death of Colonel Blimp",97.0,"positive",90.0,"positive","May 4, 1945","Mar 8, 2017","","English (United Kingdom)","2h 43m"
"418c8d33-68e0-3497-8166-fb39df3caeb5",1943,"https://www.rottentomatoes.com/m/i_walked_with_a_zombie","I Walked With a Zombie",85.0,"positive",73.0,"positive","Apr 8, 1943, Limited","Jan 1, 2009","","English","1h 9m"
"744d4aea-e6ad-3c9a-9723-ee9b10505b98",1943,"https://www.rottentomatoes.com/m/1003707-casablanca","Casablanca",99.0,"positive",95.0,"positive","Jan 23, 1943, Wide","Aug 15, 2008","PG","English","1h 42m"
"861f9fc3-e4e5-3b10-8e15-0915c15bf841",1943,"https://www.rottentomatoes.com/m/hangmen_also_die","Hangmen Also Die",88.0,"positive",68.0,"positive","Apr 15, 1943, Original","Sep 9, 2014","","English","2h 14m"
"87c1213c-e77d-36b5-9429-870cfa93186e",1943,"https://www.rottentomatoes.com/m/1018688-shadow_of_a_doubt","Shadow of a Doubt",100.0,"positive",89.0,"positive","Jan 1, 1943, Wide","Apr 19, 2016","PG","English","1h 48m"
"bbb02e74-dc17-3cce-835e-a9c56936a0ac",1943,"https://www.rottentomatoes.com/m/1018069-sahara","Sahara",92.0,"positive",86.0,"positive","Nov 11, 1943, Original","Sep 7, 2010","","English","1h 37m"
"22e5f216-f746-3f26-895d-1ca4f8b71579",1944,"https://www.rottentomatoes.com/m/murder_my_sweet","Murder, My Sweet",89.0,"positive",86.0,"positive","Dec 18, 1944, Original","Jun 28, 2016","","English","1h 35m"
"4971804c-69ed-37f6-be16-4857cfd2d3ed",1944,"https://www.rottentomatoes.com/m/woman_in_the_window","The Woman in the Window",86.0,"positive",83.0,"positive","Jan 26, 1944, Wide","Mar 10, 2017","","English","1h 39m"
"5fb90048-1f1f-3c08-ba4e-afded91a1afb",1944,"https://www.rottentomatoes.com/m/1012007-laura","Laura",100.0,"positive",90.0,"positive","Oct 11, 1944, Original","Mar 1, 2013","","English","1h 28m"
"718dd15b-50ee-3090-84c7-13244b587b00",1944,"https://www.rottentomatoes.com/m/meet_me_in_st_louis","Meet Me in St. Louis",100.0,"positive",87.0,"positive","Nov 28, 1944, Original","May 19, 2016","","English","1h 53m"
"7d330852-3e5e-3845-bac0-f59834271895",1944,"https://www.rottentomatoes.com/m/lifeboat","Lifeboat",90.0,"positive",87.0,"positive","Jan 11, 1944, Original","Mar 1, 2013","","English","1h 36m"
"819e3da2-48e0-316a-ae57-4d2e2ff9dc78",1944,"https://www.rottentomatoes.com/m/double_indemnity","Double Indemnity",97.0,"positive",95.0,"positive","Sep 6, 1944, Wide","Oct 1, 2014","","English","1h 46m"
"b16d067f-843f-3999-bd44-e0ed018b3bb5",1944,"https://www.rottentomatoes.com/m/arsenic_and_old_lace","Arsenic and Old Lace",86.0,"positive",92.0,"positive","Sep 23, 1944, Original","Aug 4, 2008","","English","1h 58m"
"b369ea1c-487e-3c4e-a53a-43796aad9fb7",1944,"https://www.rottentomatoes.com/m/gaslight","Gaslight",89.0,"positive",90.0,"positive","May 11, 1944, Wide","Jan 1, 2009","","English","1h 54m"
"0dbbbebf-54d4-339c-b077-bb1b655ab72b",1945,"https://www.rottentomatoes.com/m/scarlet_street","Scarlet Street",100.0,"positive",87.0,"positive","Dec 28, 1945, Wide","Jul 28, 2016","","English","1h 46m"
"1a51ff7d-d99e-3ab5-a350-1a9d3d84f945",1945,"https://www.rottentomatoes.com/m/and_then_there_were_none","And Then There Were None",100.0,"positive",77.0,"positive","Oct 31, 1945, Limited","Jan 8, 2017","","English","1h 38m"
"1ae48d6c-8228-3716-9682-9dac21b1be75",1945,"https://www.rottentomatoes.com/m/children_of_paradise","Children of Paradise",98.0,"positive",95.0,"positive","Nov 15, 1945, Original","Mar 11, 2017","","French (France)","3h 15m"
"2f406d5d-ef7d-3cc2-b87d-9f07985d8a89",1945,"https://www.rottentomatoes.com/m/lost_weekend","The Lost Weekend",97.0,"positive",90.0,"positive","Nov 16, 1945, Wide","Mar 29, 2016","","English","1h 41m"
"d75c711b-dcba-340e-ad4c-f623d9704da4",1945,"https://www.rottentomatoes.com/m/mildred_pierce","Mildred Pierce",88.0,"positive",90.0,"positive","Sep 24, 1945, Original","Dec 31, 2008","","English","1h 49m"
"da60ddaa-0a51-37e3-8842-66683accd84e",1945,"https://www.rottentomatoes.com/m/to_have_and_have_not","To Have and Have Not",94.0,"positive",90.0,"positive","Jan 20, 1945, Wide","Sep 25, 2016","","English","1h 40m"
"f12b70b7-5d3b-30a2-9015-7aae4821eb2d",1945,"https://www.rottentomatoes.com/m/1016302-picture_of_dorian_gray","The Picture of Dorian Gray",94.0,"positive",77.0,"positive","Mar 3, 1945, Original","Nov 21, 2016","","English","1h 50m"
"f8e92e35-9f72-3e8b-81fe-2a3f003c7aa4",1945,"https://www.rottentomatoes.com/m/leave_her_to_heaven","Leave Her to Heaven",85.0,"positive",85.0,"positive","Dec 20, 1945, Original","Apr 10, 2018","","English","1h 51m"
"0dfcfa81-21aa-3c4e-8e94-bf55ddb0b1b2",1946,"https://www.rottentomatoes.com/m/gilda","Gilda",90.0,"positive",88.0,"positive","Mar 15, 1946, Wide","Jan 27, 2015","","English","1h 50m"
"2abb9abd-a2cf-351d-a3e4-8ce5cb3ed1d8",1946,"https://www.rottentomatoes.com/m/tomorrow_is_forever","Tomorrow Is Forever",60.0,"positive",83.0,"positive","Feb 20, 1946, Limited","Nov 12, 2016","","English","1h 45m"
"43082028-b499-31a0-97c3-6593a07b0544",1946,"https://www.rottentomatoes.com/m/open_city","Open City",100.0,"positive",92.0,"positive","Feb 25, 1946, Wide","Oct 6, 2015","","Italian","1h 45m"
"513f4ef4-d340-3725-b185-f24cf4ac37d1",1946,"https://www.rottentomatoes.com/m/great_expectations_1947","Great Expectations",100.0,"positive",88.0,"positive","Dec 26, 1946, Original","May 22, 2017","","English (United Kingdom)","1h 58m"
"5262e09f-76e7-36c6-a804-9bd8a6d252b3",1946,"https://www.rottentomatoes.com/m/1002352-big_sleep","The Big Sleep",96.0,"positive",91.0,"positive","Aug 31, 1946, Original","Sep 1, 2008","","English","1h 54m"
"58792c8a-70d5-3bf1-8d2e-57126f21e597",1946,"https://www.rottentomatoes.com/m/1020287-stranger","The Stranger",97.0,"positive",80.0,"positive","May 25, 1946, Original","Sep 16, 2008","","English","1h 35m"
"804370e6-fdfd-3cb4-96e4-7fc619d67e46",1946,"https://www.rottentomatoes.com/m/a_matter_of_life_and_death","A Matter of Life and Death",97.0,"positive",93.0,"positive","Nov 1, 1946, Original","Jun 25, 2020","PG","English","1h 44m"
"b6d5796b-fbc1-3b2d-8e51-e0b69be31d16",1946,"https://www.rottentomatoes.com/m/1003094-brief_encounter","Brief Encounter",93.0,"positive",91.0,"positive","Aug 24, 1946, Wide","Nov 18, 2016","","English (United Kingdom)","1h 26m"
"c71cc9a4-74d6-3f6e-87e2-591ef717d246",1946,"https://www.rottentomatoes.com/m/1080205-killers","The Killers",100.0,"positive",89.0,"positive","Aug 28, 1946, Original","Aug 30, 2016","","English","1h 45m"
"c9d9434f-e60d-3677-bdfe-c904d2554cba",1946,"https://www.rottentomatoes.com/m/my_darling_clementine","My Darling Clementine",100.0,"positive",86.0,"positive","Dec 3, 1946, Wide","Oct 8, 2015","","English","1h 37m"
"e6eb036c-963e-388d-bfa9-3969e9c0d252",1946,"https://www.rottentomatoes.com/m/best_years_of_our_lives","The Best Years of Our Lives",97.0,"positive",93.0,"positive","Nov 21, 1946, Wide","Dec 1, 2012","","English","2h 52m"
"f8b8311f-08ca-3e57-bdff-d2196fbd4a1c",1946,"https://www.rottentomatoes.com/m/its_a_wonderful_life","It's a Wonderful Life",94.0,"positive",95.0,"positive","Dec 18, 2018","Nov 30, 2016","PG (Some Violence|Smoking|Thematic Elements)","English","2h 9m"
"144420f9-e23e-3dde-acbd-58a322954fc0",1947,"https://www.rottentomatoes.com/m/1001902-beauty_and_the_beast","Beauty and the Beast",96.0,"positive",90.0,"positive","Jun 21, 2002","Jan 14, 2017","","French (Canada)","1h 35m"
"2b860c97-025b-39fc-b503-ac08b3ae713a",1947,"https://www.rottentomatoes.com/m/shoeshine","Shoeshine",100.0,"positive",92.0,"positive","Jun 14, 2024","Dec 13, 2011","","English","1h 33m"
"3d7b64b7-4acf-3485-b901-9478699a6d9f",1947,"https://www.rottentomatoes.com/m/out_of_the_past","Out of the Past",93.0,"positive",92.0,"positive","Nov 13, 1947, Original","Sep 1, 2009","","English","1h 37m"
"58b6104c-6ade-3eb9-b625-cda003d680d1",1947,"https://www.rottentomatoes.com/m/black_narcissus","Black Narcissus",100.0,"positive",87.0,"positive","May 26, 1947, Original","Feb 24, 2017","","English","1h 40m"
"9c27c7ba-d710-3879-bff8-27d0a9a03442",1947,"https://www.rottentomatoes.com/m/1015383-odd_man_out","Odd Man Out",100.0,"positive",86.0,"positive","Apr 23, 1947, Original","May 23, 2017","","English","1h 55m"
"b8b5900d-ebd3-3af7-9f15-0feac2238a37",1947,"https://www.rottentomatoes.com/m/miracle_on_34th_street","Miracle on 34th Street",96.0,"positive",87.0,"positive","May 2, 1947, Original","Mar 1, 2013","","English","1h 36m"
"cea4c41c-f415-36b5-86fb-9b3b84cf1fbf",1947,"https://www.rottentomatoes.com/m/1005412-dead_reckoning","Dead Reckoning",78.0,"positive",67.0,"positive","Jan 18, 1947, Limited","Jul 27, 2010","","English","1h 40m"
"e8405616-9e4e-3f59-96c0-b296f406d405",1947,"https://www.rottentomatoes.com/m/green_for_danger","Green for Danger",73.0,"positive",84.0,"positive","Aug 7, 1947, Wide","Mar 8, 2017","","English","1h 33m"
"089978bc-3b64-3192-b6ad-a3453fd948a6",1948,"https://www.rottentomatoes.com/m/rope","Rope",93.0,"positive",90.0,"positive","Aug 24, 1948, Original","Apr 19, 2016","PG","English","1h 20m"
"191e7f4a-9026-34d7-b386-037e9f31f3c6",1948,"https://www.rottentomatoes.com/m/the_lady_from_shanghai","The Lady From Shanghai",85.0,"positive",84.0,"positive","Jun 9, 1948, Wide","Jan 1, 2013","","English","1h 27m"
"2dd94fec-3692-385d-bc80-6c8888bea303",1948,"https://www.rottentomatoes.com/m/1017346-red_shoes","The Red Shoes",99.0,"positive",91.0,"positive","Sep 6, 1948, Original","Mar 23, 2017","","English (United Kingdom)","2h 13m"
